TAIUTC       28     UNIT(DAY, SEC)   FORMAT(I2,1X,A3,I3,4X,F20.12,3X,F10.6)
740530    2442197.500000000000      .260000   -.02700   .21000
740531    2442198.500000000000      .257100   -.02800   .21100
740601    2442199.500000000000      .254200   -.02800   .21100
740602    2442200.500000000000      .251500   -.02800   .21100
740603    2442201.500000000000      .248800   -.02700   .21100
740604    2442202.500000000000      .246200   -.02700   .21200
740605    2442203.500000000000      .243500   -.02700   .21200
740606    2442204.500000000000      .240800   -.02700   .21200
740607    2442205.500000000000      .238400   -.02600   .21200
740608    2442206.500000000000      .235900   -.02600   .21200
740609    2442207.500000000000      .233500   -.02600   .21300
740610    2442208.500000000000      .231000   -.02500   .21300
740611    2442209.500000000000      .228600   -.02500   .21300
740612    2442210.500000000000      .226400   -.02400   .21300
740613    2442211.500000000000      .224200   -.02400   .21300
740614    2442212.500000000000      .222000   -.02300   .21400
740615    2442213.500000000000      .219800   -.02300   .21400
740616    2442214.500000000000      .217600   -.02200   .21400
740617    2442215.500000000000      .215500   -.02100   .21400
740618    2442216.500000000000      .213500   -.02100   .21400
740619    2442217.500000000000      .211400   -.02000   .21500
740620    2442218.500000000000      .209400   -.02000   .21500
740621    2442219.500000000000      .207300   -.01900   .21500
740622    2442220.500000000000      .205300   -.01800   .21500
740623    2442221.500000000000      .203200   -.01700   .21500
740624    2442222.500000000000      .201200   -.01600   .21500
740625    2442223.500000000000      .199100   -.01500   .21500
740626    2442224.500000000000      .197100   -.01400   .21600
740627    2442225.500000000000      .195100   -.01300   .21600
740628    2442226.500000000000      .193000   -.01200   .21600
740629    2442227.500000000000      .191000   -.01100   .21600
740630    2442228.500000000000      .188900   -.01000   .21600
740701    2442229.500000000000      .186900   -.00900   .21600
740702    2442230.500000000000      .184800   -.00800   .21600
740703    2442231.500000000000      .182700   -.00700   .21600
740704    2442232.500000000000      .180500   -.00600   .21600
740705    2442233.500000000000      .178400   -.00500   .21600
740706    2442234.500000000000      .176300   -.00400   .21600
740707    2442235.500000000000      .174200   -.00200   .21600
740708    2442236.500000000000      .172100   -.00100   .21600
740709    2442237.500000000000      .169900    .00000   .21600
740710    2442238.500000000000      .167800    .00100   .21600
740711    2442239.500000000000      .165700    .00200   .21600
740712    2442240.500000000000      .163600    .00300   .21600
740713    2442241.500000000000      .161600    .00400   .21600
740714    2442242.500000000000      .159500    .00500   .21600
740715    2442243.500000000000      .157500    .00600   .21600
740716    2442244.500000000000      .155400    .00700   .21700
740717    2442245.500000000000      .153400    .00700   .21700
740718    2442246.500000000000      .151500    .00800   .21700
740719    2442247.500000000000      .149500    .00900   .21700
740720    2442248.500000000000      .147600    .01000   .21700
740721    2442249.500000000000      .145600    .01100   .21700
740722    2442250.500000000000      .143700    .01200   .21700
740723    2442251.500000000000      .141800    .01200   .21700
740724    2442252.500000000000      .139900    .01300   .21800
740725    2442253.500000000000      .138000    .01300   .21800
740726    2442254.500000000000      .136100    .01400   .21800
740727    2442255.500000000000      .134200    .01500   .21800
740728    2442256.500000000000      .132300    .01500   .21800
740729    2442257.500000000000      .130500    .01600   .21900
740730    2442258.500000000000      .128600    .01600   .21900
740731    2442259.500000000000      .126700    .01700   .21900
740801    2442260.500000000000      .124700    .01700   .21900
740802    2442261.500000000000      .122700    .01700   .21900
740803    2442262.500000000000      .120600    .01700   .22000
740804    2442263.500000000000      .118600    .01700   .22000
740805    2442264.500000000000      .116600    .01700   .22000
740806    2442265.500000000000      .114300    .01700   .22000
740807    2442266.500000000000      .112100    .01700   .22000
740808    2442267.500000000000      .109800    .01700   .22100
740809    2442268.500000000000      .107600    .01700   .22100
740810    2442269.500000000000      .105300    .01700   .22100
740811    2442270.500000000000      .102900    .01700   .22100
740812    2442271.500000000000      .100500    .01800   .22000
740813    2442272.500000000000      .098000    .01800   .22000
740814    2442273.500000000000      .095600    .01900   .22000
740815    2442274.500000000000      .093200    .01900   .22000
740816    2442275.500000000000      .090800    .01900   .21900
740817    2442276.500000000000      .088400    .02000   .21900
740818    2442277.500000000000      .086000    .02000   .21900
740819    2442278.500000000000      .083600    .02100   .21800
740820    2442279.500000000000      .081200    .02100   .21800
740821    2442280.500000000000      .078900    .02100   .21800
740822    2442281.500000000000      .076600    .02100   .21800
740823    2442282.500000000000      .074300    .02000   .21800
740824    2442283.500000000000      .072000    .02000   .21800
740825    2442284.500000000000      .069700    .02000   .21800
740826    2442285.500000000000      .067500    .02000   .21800
740827    2442286.500000000000      .065300    .02000   .21800
740828    2442287.500000000000      .063200    .01900   .21800
740829    2442288.500000000000      .061000    .01900   .21800
740830    2442289.500000000000      .058800    .01900   .21800
740831    2442290.500000000000      .056600    .01900   .21800
740901    2442291.500000000000      .054300    .01900   .21800
740902    2442292.500000000000      .052100    .01800   .21800
740903    2442293.500000000000      .049800    .01800   .21800
740904    2442294.500000000000      .047600    .01800   .21800
740905    2442295.500000000000      .045200    .01800   .21800
740906    2442296.500000000000      .042800    .01800   .21800
740907    2442297.500000000000      .040300    .01800   .21800
740908    2442298.500000000000      .037900    .01800   .21800
740909    2442299.500000000000      .035500    .01800   .21800
740910    2442300.500000000000      .033000    .01800   .21800
740911    2442301.500000000000      .030400    .01800   .21800
740912    2442302.500000000000      .027900    .01900   .21800
740913    2442303.500000000000      .025300    .01900   .21800
740914    2442304.500000000000      .022800    .01900   .21800
740915    2442305.500000000000      .020100    .01900   .21800
740916    2442306.500000000000      .017500    .01900   .21800
740917    2442307.500000000000      .014800    .02000   .21900
740918    2442308.500000000000      .012200    .02000   .21900
740919    2442309.500000000000      .009500    .02000   .21900
740920    2442310.500000000000      .006800    .02000   .21900
740921    2442311.500000000000      .004100    .02000   .22000
740922    2442312.500000000000      .001300    .01900   .22000
740923    2442313.500000000000     -.001400    .01900   .22100
740924    2442314.500000000000     -.004100    .01900   .22100
740925    2442315.500000000000     -.006800    .01900   .22200
740926    2442316.500000000000     -.009500    .01900   .22200
740927    2442317.500000000000     -.012200    .01800   .22300
740928    2442318.500000000000     -.014900    .01800   .22300
740929    2442319.500000000000     -.017600    .01800   .22400
740930    2442320.500000000000     -.020300    .01800   .22500
741001    2442321.500000000000     -.023000    .01800   .22500
741002    2442322.500000000000     -.025800    .01700   .22600
741003    2442323.500000000000     -.028500    .01700   .22600
741004    2442324.500000000000     -.031200    .01700   .22700
741005    2442325.500000000000     -.034100    .01600   .22800
741006    2442326.500000000000     -.037000    .01600   .22900
741007    2442327.500000000000     -.039800    .01500   .23000
741008    2442328.500000000000     -.042700    .01500   .23100
741009    2442329.500000000000     -.045600    .01400   .23200
741010    2442330.500000000000     -.048700    .01300   .23300
741011    2442331.500000000000     -.051800    .01200   .23400
741012    2442332.500000000000     -.054800    .01200   .23600
741013    2442333.500000000000     -.057900    .01100   .23700
741014    2442334.500000000000     -.061000    .01000   .23800
741015    2442335.500000000000     -.064100    .00900   .23900
741016    2442336.500000000000     -.067300    .00800   .24000
741017    2442337.500000000000     -.070400    .00700   .24200
741018    2442338.500000000000     -.073600    .00600   .24300
741019    2442339.500000000000     -.076700    .00500   .24400
741020    2442340.500000000000     -.079800    .00400   .24500
741021    2442341.500000000000     -.083000    .00300   .24600
741022    2442342.500000000000     -.086100    .00200   .24700
741023    2442343.500000000000     -.089300    .00100   .24800
741024    2442344.500000000000     -.092400    .00000   .24900
741025    2442345.500000000000     -.095500   -.00100   .25000
741026    2442346.500000000000     -.098600   -.00200   .25100
741027    2442347.500000000000     -.101700   -.00300   .25200
741028    2442348.500000000000     -.104800   -.00400   .25300
741029    2442349.500000000000     -.107900   -.00500   .25400
741030    2442350.500000000000     -.111000   -.00600   .25500
741031    2442351.500000000000     -.114000   -.00700   .25600
741101    2442352.500000000000     -.117100   -.00800   .25600
741102    2442353.500000000000     -.120100   -.00900   .25700
741103    2442354.500000000000     -.123200   -.01000   .25800
741104    2442355.500000000000     -.126200   -.01100   .25900
741105    2442356.500000000000     -.129300   -.01200   .25900
741106    2442357.500000000000     -.132300   -.01200   .26000
741107    2442358.500000000000     -.135400   -.01300   .26000
741108    2442359.500000000000     -.138400   -.01400   .26100
741109    2442360.500000000000     -.141500   -.01500   .26100
741110    2442361.500000000000     -.144500   -.01500   .26200
741111    2442362.500000000000     -.147600   -.01600   .26200
741112    2442363.500000000000     -.150600   -.01600   .26300
741113    2442364.500000000000     -.153700   -.01700   .26300
741114    2442365.500000000000     -.156800   -.01800   .26300
741115    2442366.500000000000     -.159900   -.01800   .26400
741116    2442367.500000000000     -.162900   -.01900   .26400
741117    2442368.500000000000     -.166000   -.01900   .26500
741118    2442369.500000000000     -.169100   -.02000   .26500
741119    2442370.500000000000     -.172200   -.02100   .26500
741120    2442371.500000000000     -.175300   -.02100   .26600
741121    2442372.500000000000     -.178300   -.02200   .26600
741122    2442373.500000000000     -.181400   -.02200   .26700
741123    2442374.500000000000     -.184500   -.02300   .26700
